 Masse A  
t x y 
975.000 212.8 94.87
976.000 212.8 94.87
977.000 212.6 95.01
978.000 212.3 94.91
979.000 212.2 94.88
980.000 211.9 94.93
981.000 211.9 94.90
982.000 211.8 94.93
983.000 211.5 94.94
984.000 211.2 94.95
985.000 210.9 94.95
986.000 210.8 94.84
987.000 210.6 94.89
988.000 210.2 94.92
989.000 210.1 94.85
990.000 209.9 94.90
991.000 209.9 94.89
992.000 209.8 94.89
993.000 209.6 94.89
994.000 209.2 94.84
995.000 209.1 94.90
996.000 208.9 94.67
997.000 208.8 94.73
998.000 208.6 94.81
999.000 208.2 94.70
1000.000 208.0 94.74
1001.000 207.8 94.67
1002.000 207.8 94.81
1003.000 207.6 94.80
1004.000 207.1 94.72
1005.000 207.0 94.78
1006.000 206.7 94.77
1007.000 206.4 94.81
1008.000 206.2 94.75
1009.000 206.0 94.73
1010.000 206.0 94.74
1011.000 205.8 94.77
1012.000 205.7 94.79
1013.000 205.2 94.81
1014.000 205.1 94.71
1015.000 204.9 94.79
1016.000 204.8 94.73
1017.000 204.7 94.74
1018.000 204.4 94.68
1019.000 204.3 94.68
1020.000 204.0 94.64
1021.000 204.0 94.67
1022.000 203.9 94.56
1023.000 203.9 94.58
1024.000 203.8 94.58
1025.000 203.7 94.67
1026.000 203.2 94.68
1027.000 203.1 94.71
1028.000 202.8 94.80
1029.000 202.7 94.74
1030.000 202.3 94.83
1031.000 202.3 94.72
1032.000 202.1 94.65
1033.000 202.1 94.73
1034.000 201.9 94.61
1035.000 201.9 94.68
1036.000 201.7 94.78
1037.000 201.4 94.69
1038.000 201.3 94.72
1039.000 201.1 94.59
1040.000 201.0 94.64
1041.000 201.0 94.56
1042.000 200.8 94.66
1043.000 200.8 94.71
1044.000 200.6 94.73
1045.000 200.3 94.59
1046.000 200.2 94.65
1047.000 200.2 94.58
1048.000 200.0 94.66
1049.000 200.0 94.60
1050.000 200.0 94.65
1051.000 200.0 94.66
1052.000 199.9 94.64
1053.000 199.9 94.64
1054.000 199.9 94.64
1055.000 199.9 94.64
1056.000 199.7 94.56
1057.000 199.3 94.56
1058.000 199.2 94.57
1059.000 199.2 94.50
1060.000 199.0 94.57
1061.000 199.0 94.55
1062.000 198.9 94.47
1063.000 198.9 94.51
1064.000 198.8 94.55
1065.000 198.8 94.57
1066.000 198.8 94.57
1067.000 198.8 94.59
1068.000 198.7 94.63
1069.000 198.4 94.56
1070.000 198.3 94.62
1071.000 198.2 94.59
1072.000 198.2 94.58
1073.000 198.2 94.57
1074.000 198.2 94.54
1075.000 198.1 94.54
1076.000 198.1 94.58
1077.000 198.1 94.53
1078.000 198.1 94.55
1079.000 198.1 94.58
1080.000 198.1 94.53
1081.000 198.1 94.58
1082.000 198.1 94.48
1083.000 198.1 94.49
1084.000 198.0 94.53
1085.000 198.1 94.52
1086.000 198.0 94.55
1087.000 198.1 94.56
1088.000 198.1 94.55
1089.000 198.1 94.58
